not_present,low,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,high,not_present,high,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,30_34,cronic_dermatitis
high,low,low,low,low,high,not_present,low,not_present,not_present,not_observed,high,not_present,not_present,not_present,severe,high,low,low,not_present,not_present,not_present,not_present,not_present,high,not_present,high,not_present,high,not_present,not_present,severe,severe,45_49,lichen_planus
high,low,low,severe,severe,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,not_present,high,high,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,not_present,not_present,high,not_present,45_49,pityriasis_rosea
high,low,low,low,not_present,not_present,high,not_present,severe,high,not_observed,not_present,not_present,low,not_present,low,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,low,low,10_14,pityriasis_rubra_pilaris
low,high,low,low,not_present,not_present,not_present,not_present,not_present,low,not_observed,not_present,not_present,not_present,not_present,high,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,not_present,high,50_54,seboreic_dermatitis
high,not_present,low,not_present,not_present,high,not_present,low,not_present,not_present,not_observed,severe,not_present,not_present,not_present,high,high,high,high,not_present,not_present,not_present,not_present,not_present,low,not_present,severe,not_present,high,not_present,not_present,high,high,60_64,lichen_planus
severe,low,low,high,high,high,not_present,not_present,not_present,not_present,not_observed,high,not_present,not_present,not_present,high,low,not_present,low,not_present,not_present,not_present,not_present,not_present,low,not_present,high,not_present,severe,not_present,not_present,high,severe,30_34,lichen_planus
low,low,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,low,not_present,low,low,low,low,not_present,not_present,not_present,not_present,low,not_present,not_present,not_present,not_present,low,not_present,not_present,low,not_present,35_39,pityriasis_rosea
high,high,low,not_present,not_present,not_present,not_present,not_present,high,high,not_observed,not_present,not_present,low,not_present,not_present,high,low,low,low,high,high,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,40_44,psoriasis
severe,low,low,low,low,not_present,not_present,not_present,not_present,low,observed,not_present,not_present,not_present,not_present,not_present,low,not_present,high,high,high,severe,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,45_49,psoriasis
not_present,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,severe,low,high,low,not_present,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,50_54,cronic_dermatitis
high,high,high,not_present,not_present,not_present,not_present,not_present,not_present,low,not_observed,not_present,not_present,not_present,not_present,low,high,not_present,high,low,severe,high,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,15_19,psoriasis
low,low,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,low,low,not_present,severe,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,high,not_present,20_24,seboreic_dermatitis
high,low,low,severe,not_present,severe,not_present,low,not_present,not_present,not_observed,low,not_present,not_present,not_present,high,high,not_present,low,not_present,not_present,not_present,not_present,not_present,low,not_present,severe,not_present,low,not_present,not_present,high,high,25_29,lichen_planus
low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,not_present,low,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,low,not_present,not_present,not_present,low,not_present,25_29,pityriasis_rosea
severe,severe,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,low,low,not_present,severe,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,not_present,not_present,high,not_present,30_34,seboreic_dermatitis
high,high,low,low,not_present,not_present,low,not_present,low,low,observed,not_present,not_present,not_present,not_present,low,high,low,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,low,low,low,not_present,5_9,pityriasis_rubra_pilaris
high,low,low,not_present,not_present,not_present,not_present,not_present,low,low,observed,not_present,not_present,low,not_present,not_present,high,high,high,high,high,high,not_present,low,not_present,low,not_present,not_present,not_present,not_present,not_present,low,not_present,40_44,psoriasis
low,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,high,low,severe,not_present,high,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,30_34,cronic_dermatitis
severe,severe,high,low,low,not_present,not_present,not_present,high,high,observed,not_present,not_present,not_present,not_present,not_present,severe,high,severe,high,high,high,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,40_44,psoriasis
high,high,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,high,not_present,severe,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,high,not_present,35_39,seboreic_dermatitis
severe,high,high,high,not_present,high,not_present,low,not_present,not_present,not_observed,high,not_present,not_present,not_present,low,low,low,low,not_present,not_present,not_present,not_present,not_present,high,not_present,high,not_present,high,not_present,not_present,low,severe,60_64,lichen_planus
high,high,high,not_present,not_present,not_present,not_present,not_present,high,high,not_observed,not_present,not_present,low,not_present,not_present,high,not_present,high,severe,severe,severe,low,severe,not_present,severe,not_present,not_present,not_present,not_present,not_present,severe,not_present,35_39,psoriasis
low,low,not_present,low,severe,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,not_present,low,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,high,not_present,20_24,pityriasis_rosea
severe,severe,severe,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,severe,high,high,high,high,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,40_44,cronic_dermatitis
severe,severe,severe,not_present,low,not_present,not_present,not_present,high,not_present,not_observed,not_present,not_present,not_present,not_present,low,low,high,high,high,high,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,20_24,psoriasis
high,high,high,low,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,low,not_present,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,low,not_present,30_34,seboreic_dermatitis
high,low,high,not_present,not_present,not_present,severe,not_present,severe,not_present,not_observed,not_present,not_present,not_present,not_present,high,high,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,severe,not_present,not_present,10_14,pityriasis_rubra_pilaris
low,low,low,low,low,not_present,not_present,low,not_present,not_present,not_observed,high,not_present,not_present,not_present,severe,low,not_present,low,not_present,not_present,not_present,not_present,not_present,high,not_present,high,not_present,high,not_present,not_present,high,severe,50_54,lichen_planus
low,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,low,low,low,low,high,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,45_49,cronic_dermatitis
high,low,high,high,low,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,not_present,high,not_present,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,low,not_present,15_19,pityriasis_rosea
severe,high,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,high,not_present,high,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,high,not_present,25_29,seboreic_dermatitis
high,high,high,low,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,high,not_present,low,high,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,not_present,not_present,not_present,not_present,30_34,seboreic_dermatitis
high,low,high,high,high,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,low,high,not_present,high,high,high,high,high,high,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,60_64,psoriasis
not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,not_present,not_observed,low,not_present,not_present,not_present,severe,low,low,low,not_present,not_present,not_present,not_present,not_present,high,not_present,severe,severe,severe,not_present,not_present,severe,severe,50_54,lichen_planus
high,high,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,high,low,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,25_29,cronic_dermatitis
severe,high,high,high,high,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,low,not_present,not_present,high,low,low,low,high,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,40_44,psoriasis
severe,high,high,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,severe,not_present,high,high,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,low,not_present,30_34,seboreic_dermatitis
high,low,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,high,not_present,severe,high,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,not_present,not_present,severe,not_present,25_29,seboreic_dermatitis
severe,high,high,low,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,low,not_present,high,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,high,not_present,10_14,seboreic_dermatitis
low,low,high,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,severe,low,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,55_59,cronic_dermatitis
high,high,high,severe,severe,not_present,not_present,not_present,not_present,high,not_observed,not_present,low,high,not_present,low,low,low,low,low,low,low,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,30_34,psoriasis
severe,severe,high,high,low,not_present,not_present,not_present,not_present,low,not_observed,not_present,high,high,not_present,low,high,low,low,low,high,low,high,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,40_44,psoriasis
high,low,high,low,low,not_present,not_present,high,not_present,not_present,not_observed,high,not_present,not_present,not_present,high,high,not_present,high,not_present,not_present,not_present,not_present,not_present,severe,not_present,severe,not_present,severe,not_present,not_present,severe,severe,45_49,lichen_planus
not_present,low,high,low,low,not_present,low,not_present,high,severe,not_observed,not_present,not_present,low,not_present,not_present,severe,low,high,severe,severe,severe,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,20_24,psoriasis
low,low,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,low,not_present,low,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,low,not_present,30_34,pityriasis_rosea
severe,high,low,severe,not_present,not_present,not_present,not_present,not_present,not_present,observed,not_present,low,high,not_present,severe,high,not_present,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,not_present,not_present,low,not_present,50_54,seboreic_dermatitis
high,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,low,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,40_44,seboreic_dermatitis
low,low,low,severe,not_present,not_present,low,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,high,low,severe,low,low,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,not_present,not_present,high,not_present,30_34,cronic_dermatitis
severe,severe,severe,severe,severe,not_present,not_present,not_present,severe,severe,observed,not_present,not_present,low,not_present,not_present,high,low,high,high,high,high,high,high,not_present,low,not_present,not_present,not_present,not_present,not_present,high,not_present,40_44,psoriasis
high,low,low,severe,high,high,not_present,high,not_present,not_present,not_observed,high,not_present,not_present,not_present,high,high,not_present,low,not_present,not_present,not_present,not_present,not_present,high,not_present,severe,not_present,high,not_present,not_present,severe,severe,20_24,lichen_planus
high,low,not_present,high,high,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,not_present,severe,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,high,not_present,not_present,not_present,low,not_present,15_19,pityriasis_rosea
high,high,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,low,not_present,severe,high,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,not_present,not_present,not_present,high,not_present,35_39,seboreic_dermatitis
low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,severe,not_present,high,not_present,not_present,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,60_64,cronic_dermatitis
high,high,high,high,high,not_present,not_present,not_present,high,low,not_observed,not_present,not_present,not_present,not_present,high,not_present,high,high,high,high,high,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,25_29,psoriasis
high,high,low,not_present,not_present,not_present,high,not_present,high,not_present,observed,not_present,not_present,not_present,not_present,low,low,low,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,low,low,not_present,10_14,pityriasis_rubra_pilaris
high,high,low,low,not_present,not_present,not_present,not_present,low,not_present,not_observed,not_present,low,low,not_present,high,high,low,low,not_present,low,not_present,low,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,low,not_present,20_24,seboreic_dermatitis
low,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,severe,not_present,high,not_present,not_present,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,60_64,cronic_dermatitis
severe,severe,severe,high,high,not_present,not_present,not_present,high,high,not_observed,not_present,not_present,low,not_present,not_present,low,not_present,low,low,low,low,low,low,not_present,high,not_present,not_present,not_present,not_present,not_present,severe,not_present,40_44,psoriasis
high,severe,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,low,not_present,not_present,severe,high,not_present,high,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,low,not_present,20_24,seboreic_dermatitis
low,high,high,low,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,high,not_present,not_present,high,severe,not_present,low,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,low,not_present,not_present,not_present,high,not_present,30_34,seboreic_dermatitis
high,high,high,high,high,not_present,not_present,not_present,high,high,observed,not_present,not_present,low,not_present,not_present,high,low,high,high,high,low,not_present,high,not_present,not_present,low,not_present,not_present,not_present,not_present,low,not_present,35_39,psoriasis
low,low,not_present,low,low,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,not_present,high,not_present,not_present,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,not_present,not_present,high,not_present,60_64,pityriasis_rosea
low,low,low,low,low,not_present,not_present,not_present,low,low,not_observed,not_present,not_present,high,not_present,not_present,low,high,low,low,low,high,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,35_39,psoriasis
high,high,severe,high,low,severe,not_present,high,not_present,not_present,not_observed,high,not_present,not_present,not_present,high,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,severe,not_present,high,not_present,not_present,high,severe,40_44,lichen_planus
severe,high,low,high,high,not_present,not_present,not_present,high,high,not_observed,not_present,not_present,low,not_present,not_present,high,severe,high,high,high,severe,not_present,severe,not_present,not_present,not_present,not_present,not_present,not_present,not_present,severe,low,35_39,psoriasis
high,high,high,severe,high,not_present,not_present,not_present,severe,severe,not_observed,not_present,not_present,low,not_present,not_present,high,not_present,high,high,high,high,high,high,not_present,low,not_present,not_present,not_present,not_present,not_present,high,not_present,40_44,psoriasis
high,high,high,severe,high,high,not_present,high,not_present,not_present,not_observed,severe,not_present,not_present,not_present,severe,high,not_present,low,not_present,not_present,not_present,not_present,not_present,high,not_present,severe,high,severe,not_present,not_present,severe,severe,15_19,lichen_planus
low,low,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_observed,not_present,not_present,not_present,severe,not_present,high,not_present,not_present,not_present,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,high,not_present,35_39,cronic_dermatitis
high,high,severe,high,severe,severe,not_present,severe,not_present,not_present,not_observed,high,not_present,not_present,not_present,high,severe,not_present,high,not_present,not_present,not_present,not_present,not_present,severe,not_present,high,high,high,not_present,not_present,high,high,40_44,lichen_planus
